origin,name,multiplicity,edge_num,like_weight_ratio,post_prob,likelihood,marginal_like,distal_length,pendant_length,classification,map_ratio,map_overlap,map_identity
placements,ASV54_Turbellaria_Rhabdocoela_Placorhynchus_Placorhynchus_octaculeatus,1,333,0.919847,0.956166,-15450,-15461.5,0.202854,0.808641,NA,NA,NA,NA
placements,ASV125_Turbellaria_Rhabdocoela_Odontorhynchus_Odontorhynchus_aculeatus,1,333,0.998732,0.999759,-15343.3,-15351.2,0.164422,0.515952,NA,NA,NA,NA
placements,ASV171_Turbellaria_Polycladida_Prostheceraeus_Prostheceraeus_vittatus,1,333,1,1,-15462.1,-15468.1,0.167557,0.372504,NA,NA,NA,NA
placements,ASV95_Turbellaria_Prolecithophora_Cylindrostoma_Cylindrostoma_paralutheri,1,333,0.810494,0.756311,-15405.6,-15417,0.228573,0.778209,NA,NA,NA,NA
placements,ASV208_Turbellaria_Rhabdocoela_Progyrator_Progyrator_mamertinus,1,339,0.414872,0.737574,-11563.4,-11583.2,0.13669,1.57764,NA,NA,NA,NA
placements,ASV14_Turbellaria_Rhabdocoela_Cilionema_Cilionema_hawaiiensis,1,333,0.912387,0.886073,-14782,-14793.7,0.158812,0.826875,NA,NA,NA,NA
placements,ASV45_Turbellaria_Rhabdocoela_Balgetia_Balgetia_semicirculifera,1,333,0.99702,0.999179,-15609.7,-15620.3,0.150432,0.747542,NA,NA,NA,NA
placements,ASV188_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,128,0.435428,0.402736,-13663.5,-13665.5,0.0186622,0.0435258,NA,NA,NA,NA
placements,ASV165_Turbellaria_Macrostomorpha_Microstomum_Microstomum_papillosum,1,333,1,1,-15449.2,-15455.9,0.125744,0.427622,NA,NA,NA,NA
placements,ASV136_Turbellaria_Macrostomorpha_Bradynectes_Bradynectes_sterreri,1,333,1,1,-15324.4,-15331,0.155244,0.414097,NA,NA,NA,NA
placements,ASV51_Turbellaria_Acoelomorpha_Avagina_Avagina_sp.,1,202,1,1,-16123.1,-16125.9,0.0338727,0.024126,NA,NA,NA,NA
placements,ASV105_Cestoda_Eucestoda_Taenia_Taenia_krepkogorski,1,333,0.364172,0.361654,-14634.7,-14665.5,0.228601,1.99999,NA,NA,NA,NA
placements,ASV156_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,333,0.845164,0.861562,-15441.9,-15454.7,0.221634,0.900194,NA,NA,NA,NA
placements,ASV59_Turbellaria_Acoelomorpha_Pelophila_Pelophila_lutheri,1,207,0.335925,0.0630353,-15999,-16002.8,0.00138903,0.00193625,NA,NA,NA,NA
placements,ASV104_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,126,0.753438,0.75353,-17280.5,-17282.6,0.012099,0.0284296,NA,NA,NA,NA
placements,ASV52_Turbellaria_Rhabdocoela_Cheliplana_Cheliplana_orthocirra,1,333,0.989235,0.997446,-15369.3,-15377.6,0.167931,0.552473,NA,NA,NA,NA
placements,ASV185_Turbellaria_Prolecithophora_Cylindrostoma_Cylindrostoma_gracilis,1,333,0.884997,0.903053,-14328.5,-14339.6,0.214025,0.781828,NA,NA,NA,NA
placements,ASV29_Turbellaria_Macrostomorpha_Microstomum_Microstomum_papillosum,1,333,1,1,-15360,-15366.8,0.129828,0.429496,NA,NA,NA,NA
placements,ASV163_Turbellaria_Rhabdocoela_Promesostoma_Promesostoma_sp.,1,333,1,1,-15652.5,-15662,0.130095,0.651478,NA,NA,NA,NA
placements,ASV154_Turbellaria_Acoelomorpha_Aphanastoma_Aphanastoma_virescens,1,243,0.333569,0.474547,-14440.2,-14441.5,5e-07,0.0211012,NA,NA,NA,NA
placements,ASV11_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,139,0.573216,0.753573,-17512.3,-17514.2,0.00447798,0.0112283,NA,NA,NA,NA
placements,ASV73_Turbellaria_Acoelomorpha_Actinoposthia_Actinoposthia_beklemischevi,1,193,1,1,-15140.7,-15144.6,0.185017,0.198853,NA,NA,NA,NA
placements,ASV71_Turbellaria_Rhabdocoela_Paracicerina_Paracicerina_laboeica,1,333,0.997249,0.999099,-15530.4,-15538.9,0.160667,0.563095,NA,NA,NA,NA
placements,ASV108_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,333,0.865332,0.888927,-15009.7,-15021.2,0.221417,0.803386,NA,NA,NA,NA
placements,ASV206_Turbellaria_Rhabdocoela_Paracicerina_Paracicerina_laboeica,1,333,0.972227,0.987249,-15526.9,-15535.2,0.187504,0.549177,NA,NA,NA,NA
placements,ASV199_Turbellaria_Rhabdocoela_Cilionema_Cilionema_hawaiiensis,1,333,0.954205,0.973758,-12783.1,-12798.6,0.148674,1.16616,NA,NA,NA,NA
placements,ASV4_Turbellaria_Rhabdocoela_Promesostoma_Promesostoma_sp.,1,333,1,1,-15652.2,-15661.7,0.130068,0.651143,NA,NA,NA,NA
placements,ASV201_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,127,0.96538,0.978993,-17270.1,-17272.2,0.0050215,0.0218669,NA,NA,NA,NA
placements,ASV5_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,127,0.991456,0.99412,-17264.1,-17266.2,0.00307073,0.0550914,NA,NA,NA,NA
placements,ASV44_Turbellaria_Rhabdocoela_Promesostoma_Promesostoma_sp.,1,333,1,1,-15650.5,-15659.6,0.129,0.626709,NA,NA,NA,NA
placements,ASV142_Turbellaria_Rhabdocoela_Cilionema_Cilionema_hawaiiensis,1,333,0.978193,0.982693,-15458.3,-15468.8,0.165976,0.717645,NA,NA,NA,NA
placements,ASV118_Turbellaria_Acoelomorpha_Simplicomorpha_Simplicomorpha_gigantorhabditis,1,268,0.919476,0.912317,-17376.9,-17380.4,0.237825,0.108344,NA,NA,NA,NA
placements,ASV16_Turbellaria_Rhabdocoela_Promesostoma_Promesostoma_cochleare,1,333,0.970035,0.984644,-15033.3,-15043.8,0.178151,0.742503,NA,NA,NA,NA
placements,ASV147_Turbellaria_Acoelomorpha_Archaphanostoma_Archaphanostoma_agile,1,155,1,1,-17346.7,-17349.6,0.005299,0.00741417,NA,NA,NA,NA
placements,ASV34_Turbellaria_Seriata_Cirrifera_Cirrifera_dumosa,1,333,0.991316,0.9979,-15329.1,-15337.5,0.170498,0.565654,NA,NA,NA,NA
placements,ASV127_Turbellaria_Rhabdocoela_Gnathorhynchus_Gnathorhynchus_inermis,1,333,0.960133,0.986663,-15270.8,-15282.3,0.185343,0.818722,NA,NA,NA,NA
placements,ASV140_Turbellaria_Rhabdocoela_Odontorhynchus_Odontorhynchus_aculeatus,1,333,0.996441,0.999188,-15341.1,-15348.9,0.172334,0.503766,NA,NA,NA,NA
placements,ASV100_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,126,1,1,-17399,-17401.1,0.00571378,0.0249245,NA,NA,NA,NA
placements,ASV186_Turbellaria_Prolecithophora_Ulianinia_Ulianinia_mollissima,1,333,0.795429,0.846856,-15310.3,-15324.7,0.223445,1.04546,NA,NA,NA,NA
placements,ASV64_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,333,0.687414,0.614527,-15430.5,-15442.7,0.24196,0.838791,NA,NA,NA,NA
placements,ASV87_Turbellaria_Rhabdocoela_Adenopharynx_Adenopharynx_mitrabursalis,1,333,0.766637,0.655316,-14814.1,-14826.2,0.213002,0.845301,NA,NA,NA,NA
placements,ASV110_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,127,0.963708,0.969652,-17375.3,-17378.7,0.0077546,6.11352e-06,NA,NA,NA,NA
placements,ASV187_Cestoda_Eucestoda_Taenia_Taenia_ovis,1,129,0.678439,0.564136,-7227.18,-7262.62,0.238841,1.99999,NA,NA,NA,NA
placements,ASV67_Turbellaria_Acoelomorpha_Philactinoposthia_Philactinoposthia_sp.,1,391,0.987903,0.99089,-17286.3,-17288.2,0.0170871,0.0560486,NA,NA,NA,NA
placements,ASV113_Turbellaria_Rhabdocoela_Cilionema_Cilionema_hawaiiensis,1,333,1,1,-15503.7,-15512.5,0.14278,0.589499,NA,NA,NA,NA
placements,ASV150_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,333,0.837528,0.841627,-15433.6,-15446.3,0.22346,0.892665,NA,NA,NA,NA
placements,ASV35_Turbellaria_Rhabdocoela_Styloplanella_Styloplanella_strongylostomoides,1,333,0.940446,0.9829,-15615.8,-15628.4,0.189585,0.915512,NA,NA,NA,NA
placements,ASV103_Turbellaria_Acoelomorpha_Proaphanostoma_Proaphanostoma_tenuissima,1,202,1,1,-16099.6,-16102.9,0.0219776,0.00552968,NA,NA,NA,NA
placements,ASV9_Turbellaria_Rhabdocoela_Proxenetes_Proxenetes_puccinellicola,1,333,1,1,-15449.1,-15459.3,0.137024,0.702548,NA,NA,NA,NA
placements,ASV66_Turbellaria_Rhabdocoela_Promesostoma_Promesostoma_meixneri,1,333,0.946146,0.979347,-15462.8,-15473,0.20201,0.703075,NA,NA,NA,NA
placements,ASV61_Turbellaria_Rhabdocoela_Balgetia_Balgetia_semicirculifera,1,333,0.997345,0.999345,-15653.5,-15664.8,0.145077,0.788915,NA,NA,NA,NA
placements,ASV65_Turbellaria_Polycladida_Notoplana_Notoplana_australis,1,333,1,1,-15314.5,-15320.4,0.15264,0.366907,NA,NA,NA,NA
placements,ASV131_Turbellaria_Acoelomorpha_Praeconvoluta_Praeconvoluta_castinea,1,179,0.846178,0.913035,-17408.7,-17410.8,0.00496302,0.0796344,NA,NA,NA,NA
placements,ASV141_Turbellaria_Polycladida_Echinoplana_Echinoplana_celerrima,1,333,1,1,-15319.5,-15325.9,0.151915,0.403405,NA,NA,NA,NA
placements,ASV166_Turbellaria_Polycladida_Notoplana_Notoplana_australis,1,333,1,1,-15319.5,-15325.9,0.151915,0.403405,NA,NA,NA,NA
placements,ASV122_Turbellaria_Seriata_Phagocata_Phagocata_vitta,1,333,0.980108,0.990393,-15254,-15262.8,0.186965,0.596864,NA,NA,NA,NA
placements,ASV99_Turbellaria_Rhabdocoela_Promesostoma_Promesostoma_cochleare,1,333,0.963865,0.982792,-15040.8,-15052.1,0.179739,0.80515,NA,NA,NA,NA
placements,ASV78_Turbellaria_Macrostomorpha_Microstomum_Microstomum_papillosum,1,333,1,1,-15359.9,-15366.8,0.130411,0.437622,NA,NA,NA,NA
