origin,name,multiplicity,edge_num,like_weight_ratio,post_prob,likelihood,marginal_like,distal_length,pendant_length,classification,map_ratio,map_overlap,map_identity
placements,ASV163_Turbellaria_Rhabdocoela_Promesostoma_Promesostoma_sp.,1,139,0.166781,0.823284,-3615.18,-3647.93,0.127938,0.494183,NA,NA,NA,NA
placements,ASV119_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,49,0.354435,0.932962,-3572,-3609.97,0.0524857,0.596291,NA,NA,NA,NA
placements,ASV183_Turbellaria_Acoelomorpha_Otocelis_Otocelis_sandara,1,102,0.11323,0.208283,-3696.56,-3777.93,9.20381e-06,1.93307,NA,NA,NA,NA
placements,ASV78_Turbellaria_Macrostomorpha_Microstomum_Microstomum_papillosum,1,198,0.0716359,0.0979864,-3364.91,-3366.28,5e-07,6.11352e-06,NA,NA,NA,NA
placements,ASV136_Turbellaria_Macrostomorpha_Bradynectes_Bradynectes_sterreri,1,45,0.723286,0.754649,-3420.52,-3422.7,0.00760827,0.0133984,NA,NA,NA,NA
placements,ASV60_Turbellaria_Rhabdocoela_Ethmorhynchus_Ethmorhynchus_anophthalmus,1,49,0.19266,0.134672,-3566.96,-3590.07,0.0815818,0.295775,NA,NA,NA,NA
placements,ASV26_Turbellaria_Macrostomorpha_Microstomum_Microstomum_papillosum,1,198,0.0711995,0.0972945,-3394.24,-3395.15,5e-07,0.0124021,NA,NA,NA,NA
placements,ASV199_Turbellaria_Rhabdocoela_Cilionema_Cilionema_hawaiiensis,1,143,0.248039,0.266004,-3380.17,-3413.24,0.0137563,0.510639,NA,NA,NA,NA
placements,ASV192_Turbellaria_Macrostomorpha_Microstomum_Microstomum_papillosum,1,170,0.0731741,0.0265814,-3579.55,-3597.49,0.0345892,0.216412,NA,NA,NA,NA
placements,ASV141_Turbellaria_Polycladida_Echinoplana_Echinoplana_celerrima,1,134,0.249425,0.122749,-3543.48,-3563.82,0.0546798,0.262167,NA,NA,NA,NA
placements,ASV76_Turbellaria_Acoelomorpha_Aphanastoma_Aphanastoma_virescens,1,145,0.0929586,0.139424,-3481.42,-3577.55,6.28876e-06,1.99999,NA,NA,NA,NA
placements,ASV125_Turbellaria_Rhabdocoela_Odontorhynchus_Odontorhynchus_aculeatus,1,49,0.309853,0.800217,-3563.75,-3589.78,0.0677849,0.355303,NA,NA,NA,NA
placements,ASV10_Turbellaria_Rhabdocoela_Paracicerina_Paracicerina_laboeica,1,49,0.349974,0.390934,-3576.75,-3598.72,0.0757051,0.281479,NA,NA,NA,NA
placements,ASV95_Turbellaria_Prolecithophora_Cylindrostoma_Cylindrostoma_paralutheri,1,170,0.141081,0.15507,-3554.7,-3593.17,0.00930498,0.617051,NA,NA,NA,NA
placements,ASV36_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,49,0.318369,0.909794,-3574.89,-3614,0.0528152,0.621269,NA,NA,NA,NA
placements,ASV153_Turbellaria_Rhabdocoela_Promesostoma_Promesostoma_sp.,1,139,0.166227,0.788019,-3620.32,-3653.73,0.128975,0.511386,NA,NA,NA,NA
placements,ASV161_Turbellaria_Rhabdocoela_Baicalellia_Baicalellia_canadensis,1,49,0.628849,0.970009,-3614.4,-3662.21,0.0451285,0.810605,NA,NA,NA,NA
placements,ASV80_Turbellaria_Rhabdocoela_Cilionema_Cilionema_hawaiiensis,1,134,0.260821,0.255247,-3596.58,-3626.72,0.0546798,0.42927,NA,NA,NA,NA
placements,ASV146_Turbellaria_Rhabdocoela_Promesostoma_Promesostoma_cochleare,1,49,0.516358,0.928822,-3625.51,-3660.89,0.0490703,0.543926,NA,NA,NA,NA
placements,ASV189_Turbellaria_Acoelomorpha_Kuma_Kuma_viridis,1,49,0.183858,0.450342,-3517.99,-3575.48,0.0784775,1.11921,NA,NA,NA,NA
placements,ASV150_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,49,0.0898263,0.617678,-3604.99,-3647.39,0.0534797,0.698268,NA,NA,NA,NA
placements,ASV198_Turbellaria_Acoelomorpha_Mecynostomum_Mecynostomum_auritum,1,144,0.127278,0.0659133,-2749.92,-2824.87,0.00749502,1.86078,NA,NA,NA,NA
placements,ASV73_Turbellaria_Acoelomorpha_Actinoposthia_Actinoposthia_beklemischevi,1,123,0.103558,0.326097,-3481.93,-3555.19,6.31348e-06,1.65619,NA,NA,NA,NA
placements,ASV57_Turbellaria_Rhabdocoela_Baicalellia_Baicalellia_brevituba,1,146,0.13603,0.288153,-3650.98,-3692.29,6.16691e-06,0.66434,NA,NA,NA,NA
placements,ASV129_Turbellaria_Acoelomorpha_Avagina_Avagina_sp.,1,49,0.153771,0.849049,-3560.74,-3631.4,0.0769534,1.74386,NA,NA,NA,NA
placements,ASV37_Turbellaria_Acoelomorpha_Haploposthia_Haploposthia_rubra,1,51,0.117417,0.121272,-3727.69,-3803.7,6.8758e-06,1.6997,NA,NA,NA,NA
placements,ASV184_Turbellaria_Rhabdocoela_Placorhynchus_Placorhynchus_octaculeatus,1,49,0.507904,0.902866,-3622.96,-3652.18,0.0596547,0.4198,NA,NA,NA,NA
placements,ASV181_Turbellaria_Acoelomorpha_Philactinoposthia_Philactinoposthia_sp.,1,123,0.100885,0.12592,-3505.67,-3579.45,6.31348e-06,1.70517,NA,NA,NA,NA
placements,ASV65_Turbellaria_Polycladida_Notoplana_Notoplana_australis,1,134,0.255166,0.19005,-3548.51,-3567.13,0.0520533,0.241752,NA,NA,NA,NA
placements,ASV151_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,155,0.0649079,0.0488401,-3630.95,-3685.45,0.00451792,0.956948,NA,NA,NA,NA
placements,ASV4_Turbellaria_Rhabdocoela_Promesostoma_Promesostoma_sp.,1,139,0.386393,0.956119,-3613.99,-3646.04,0.120884,0.481803,NA,NA,NA,NA
placements,ASV41_Turbellaria_Acoelomorpha_Kuma_Kuma_viridis,1,24,0.201895,0.00350891,-3654.59,-3731.45,9.61684e-06,1.59427,NA,NA,NA,NA
placements,ASV68_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,49,0.315674,0.909384,-3574.26,-3613.46,0.0528543,0.623855,NA,NA,NA,NA
placements,ASV98_Turbellaria_Acoelomorpha_Proaphanostoma_Proaphanostoma_tenuissima,1,134,0.107121,0.238462,-3486,-3557.18,0.0403245,1.57109,NA,NA,NA,NA
placements,ASV63_Turbellaria_Prolecithophora_Cylindrostoma_Cylindrostoma_gracilis,1,139,0.284635,0.772695,-3561.86,-3606.67,0.132994,0.836061,NA,NA,NA,NA
placements,ASV176_Turbellaria_Acoelomorpha_Haplocelis_Haplocelis_dichona,1,102,0.102464,0.111938,-3616.03,-3694.88,9.20381e-06,1.88817,NA,NA,NA,NA
placements,ASV6_Turbellaria_Rhabdocoela_Paracrorhynchus_Paracrorhynchus_sp.,1,139,0.286183,0.962215,-3562.17,-3586.02,0.119901,0.338132,NA,NA,NA,NA
placements,ASV94_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,102,0.143103,0.149726,-2205.43,-2271.14,9.20381e-06,1.65139,NA,NA,NA,NA
placements,ASV193_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,102,0.206264,0.249806,-3534.98,-3601.6,9.20381e-06,1.39635,NA,NA,NA,NA
placements,ASV33_Turbellaria_Rhabdocoela_Danorhynchus_Danorhynchus_sp.,1,145,0.202977,0.287206,-3551.61,-3577.81,0.00643341,0.363119,NA,NA,NA,NA
placements,ASV131_Turbellaria_Acoelomorpha_Praeconvoluta_Praeconvoluta_castinea,1,134,0.142231,0.342579,-3520.76,-3585.14,0.0441576,1.31245,NA,NA,NA,NA
placements,ASV106_Turbellaria_Rhabdocoela_Cilionema_Cilionema_hawaiiensis,1,147,0.288955,0.304594,-3569.83,-3595.91,0.00128444,0.352776,NA,NA,NA,NA
placements,ASV24_Turbellaria_Macrostomorpha_Microstomum_Microstomum_papillosum,1,182,0.19984,0.249317,-3364.91,-3366.28,7.80705e-06,6.11352e-06,NA,NA,NA,NA
placements,ASV128_Turbellaria_Rhabdocoela_Promesostoma_Promesostoma_cochleare,1,49,0.66519,0.980236,-3622.28,-3656.86,0.0453553,0.526366,NA,NA,NA,NA
placements,ASV130_Turbellaria_Acoelomorpha_Mecynostomum_Mecynostomum_sp.,1,53,0.106795,0.0433338,-3669.8,-3750.74,6.25781e-06,1.87541,NA,NA,NA,NA
placements,ASV96_Turbellaria_Rhabdocoela_Balgetia_Balgetia_semicirculifera,1,149,0.0902717,0.00916856,-3653.98,-3701.83,5e-07,0.77211,NA,NA,NA,NA
placements,ASV160_Turbellaria_Rhabdocoela_Promesostoma_Promesostoma_cochleare,1,49,0.516358,0.928822,-3625.51,-3660.89,0.0490703,0.543926,NA,NA,NA,NA
placements,ASV171_Turbellaria_Polycladida_Prostheceraeus_Prostheceraeus_vittatus,1,139,0.313945,0.472407,-3518.81,-3532.22,0.149894,0.161531,NA,NA,NA,NA
placements,ASV197_Turbellaria_Rhabdocoela_Proxenetes_Proxenetes_puccinellicola,1,147,0.286784,0.328929,-3599.86,-3628.95,0.0266625,0.419723,NA,NA,NA,NA
placements,ASV133_Turbellaria_Rhabdocoela_Cheliplana_Cheliplana_orthocirra,1,49,0.623839,0.845617,-3586.81,-3610.45,0.0567846,0.310259,NA,NA,NA,NA
placements,ASV208_Turbellaria_Rhabdocoela_Progyrator_Progyrator_mamertinus,1,142,0.112569,0.519356,-2643.43,-2716.4,0.194556,1.80541,NA,NA,NA,NA
placements,ASV109_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,49,0.18173,0.750163,-3588.46,-3634.02,0.0543658,0.782513,NA,NA,NA,NA
placements,ASV74_Turbellaria_Acoelomorpha_Proaphanostoma_Proaphanostoma_tenuissima,1,25,0.0761192,0.00133778,-3548.99,-3637.42,6.65497e-06,1.99999,NA,NA,NA,NA
placements,ASV175_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,102,0.200229,0.423884,-3578.61,-3649.54,9.20381e-06,1.54714,NA,NA,NA,NA
placements,ASV173_Turbellaria_Rhabdocoela_Polycystis_Polycystis_sp.,1,49,0.341667,0.71861,-3575.67,-3601.83,0.0722011,0.35809,NA,NA,NA,NA
placements,ASV97_Turbellaria_Rhabdocoela_Scanorhynchus_Scanorhynchus_forcipatus,1,139,0.267523,0.248976,-3550.44,-3574.09,0.162904,0.309075,NA,NA,NA,NA
placements,ASV1_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,49,0.337896,0.913924,-3571.55,-3609.88,0.0525691,0.602748,NA,NA,NA,NA
placements,ASV84_Turbellaria_Rhabdocoela_Gnathorhynchus_Gnathorhynchus_inermis,1,49,0.310112,0.800285,-3563.61,-3589.65,0.0677797,0.355205,NA,NA,NA,NA
placements,ASV196_Turbellaria_Acoelomorpha_Mecynostomum_Mecynostomum_auritum,1,144,0.0820459,0.180536,-3712.67,-3797.25,0.00764287,1.95409,NA,NA,NA,NA
placements,ASV46_Turbellaria_Acoelomorpha_Convolutidae_Convolutidae_sp.,1,58,0.0920199,0.254598,-3754.31,-3842.15,0.027109,1.99999,NA,NA,NA,NA
placements,ASV50_Turbellaria_Acoelomorpha_Actinoposthia_Actinoposthia_beklemischevi,1,102,0.137091,0.0445965,-3684.28,-3777.42,9.20381e-06,1.99999,NA,NA,NA,NA
placements,ASV11_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,102,0.271235,0.239949,-3667.78,-3726.43,9.20381e-06,1.08337,NA,NA,NA,NA
placements,ASV201_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,102,0.161134,0.12458,-3653.2,-3720.68,9.20381e-06,1.40572,NA,NA,NA,NA
placements,ASV42_Turbellaria_Rhabdocoela_Paracrorhynchus_Paracrorhynchus_sp.,1,139,0.260648,0.954608,-3565.44,-3590.03,0.120529,0.350743,NA,NA,NA,NA
placements,ASV16_Turbellaria_Rhabdocoela_Promesostoma_Promesostoma_cochleare,1,49,0.495238,0.917806,-3622.4,-3657.37,0.0491562,0.531771,NA,NA,NA,NA
placements,ASV8_Turbellaria_Rhabdocoela_Thalassoplanella_Thalassoplanella_collaris,1,142,0.103661,0.922538,-3535.76,-3563.11,0.18189,0.40615,NA,NA,NA,NA
placements,ASV115_Turbellaria_Acoelomorpha_Haploposthia_Haploposthia_rubra,1,54,0.120362,0.240455,-3723.8,-3796.08,5.05646e-06,1.58929,NA,NA,NA,NA
placements,ASV178_Turbellaria_Rhabdocoela_Baicalellia_Baicalellia_canadensis,1,49,0.188756,0.161203,-3613.18,-3654.13,0.0750556,0.63063,NA,NA,NA,NA
placements,ASV23_Turbellaria_Rhabdocoela_Promesostoma_Promesostoma_sp.,1,139,0.157071,0.81343,-3619.58,-3652.78,0.128281,0.507863,NA,NA,NA,NA
placements,ASV19_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,102,0.248675,0.527159,-3707.88,-3772.67,9.20381e-06,1.26712,NA,NA,NA,NA
placements,ASV67_Turbellaria_Acoelomorpha_Philactinoposthia_Philactinoposthia_sp.,1,123,0.0879324,0.277739,-3536.94,-3619.02,6.31348e-06,1.99999,NA,NA,NA,NA
