origin,name,multiplicity,edge_num,like_weight_ratio,post_prob,likelihood,marginal_like,distal_length,pendant_length,classification,map_ratio,map_overlap,map_identity
placements,ASV181_Turbellaria_Acoelomorpha_Philactinoposthia_Philactinoposthia_sp.,1,408,0.533855,0.471647,-20365.4,-20409.2,0.0873953,1.97742,NA,NA,NA,NA
placements,ASV173_Turbellaria_Rhabdocoela_Polycystis_Polycystis_sp.,1,549,0.533265,0.712423,-21311.1,-21315.2,0.00636775,0.128085,NA,NA,NA,NA
placements,ASV193_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,399,0.657591,0.936549,-19166.7,-19193.8,0.160421,1.11248,NA,NA,NA,NA
placements,ASV79_Turbellaria_Rhabdocoela_Ptychopera_Ptychopera_westbladi,1,48,0.657439,0.463919,-21559.6,-21562.1,0.0123509,0.0128598,NA,NA,NA,NA
placements,ASV54_Turbellaria_Rhabdocoela_Placorhynchus_Placorhynchus_octaculeatus,1,418,0.986105,0.98656,-21430.3,-21432.4,0.0490945,0.0260373,NA,NA,NA,NA
placements,ASV1_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,729,1,1,-21617.8,-21621.5,6.50911e-06,6.11352e-06,NA,NA,NA,NA
placements,ASV121_Turbellaria_Macrostomorpha_Dolichomacrostomum_Dolichomacrostomum_uniporum,1,408,0.596392,0.651494,-20271.7,-20277.2,0.0859536,0.162128,NA,NA,NA,NA
placements,ASV134_Turbellaria_Acoelomorpha_Solenofilomorpha_Solenofilomorpha_pellucida,1,408,0.702258,0.614033,-20581.9,-20615.9,0.0836356,1.37543,NA,NA,NA,NA
placements,ASV138_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,728,0.572965,0.469694,-21010.7,-21025.3,0.0455596,0.481068,NA,NA,NA,NA
placements,ASV202_Cestoda_Eucestoda_Taenia_Taenia_serialis,1,688,0.273626,0.237599,-10283.1,-10349.9,5.70609e-06,1.99999,NA,NA,NA,NA
placements,ASV34_Turbellaria_Seriata_Cirrifera_Cirrifera_dumosa,1,394,1,1,-20519.2,-20522.2,0.0943237,0.0590183,NA,NA,NA,NA
placements,ASV35_Turbellaria_Rhabdocoela_Styloplanella_Styloplanella_strongylostomoides,1,720,0.457528,0.383011,-21683.3,-21688.6,0.0695963,0.126071,NA,NA,NA,NA
placements,ASV47_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,729,1,1,-21625.4,-21628.2,6.50911e-06,0.00327993,NA,NA,NA,NA
placements,ASV17_Turbellaria_Rhabdocoela_Adenopharynx_Adenopharynx_mitrabursalis,1,390,0.97959,0.983215,-21198.8,-21206.7,0.0900308,0.232222,NA,NA,NA,NA
placements,ASV103_Turbellaria_Acoelomorpha_Proaphanostoma_Proaphanostoma_tenuissima,1,408,0.747041,0.816828,-20181.4,-20220.4,0.0831363,1.75593,NA,NA,NA,NA
placements,ASV185_Turbellaria_Prolecithophora_Cylindrostoma_Cylindrostoma_gracilis,1,393,0.172275,0.409175,-20356.2,-20370.1,0.104947,0.48754,NA,NA,NA,NA
placements,ASV113_Turbellaria_Rhabdocoela_Cilionema_Cilionema_hawaiiensis,1,95,0.163687,0.271746,-21567.9,-21569.1,0.00365484,0.0253171,NA,NA,NA,NA
placements,ASV183_Turbellaria_Acoelomorpha_Otocelis_Otocelis_sandara,1,308,0.109507,0.116556,-20748.4,-20784.7,0.04282,1.52763,NA,NA,NA,NA
placements,ASV95_Turbellaria_Prolecithophora_Cylindrostoma_Cylindrostoma_paralutheri,1,699,0.241771,0.354878,-21187.6,-21202.4,0.0681824,0.534913,NA,NA,NA,NA
placements,ASV12_Turbellaria_Acoelomorpha_Mecynostomum_Mecynostomum_auritum,1,408,0.391437,0.163193,-20216.2,-20252.9,0.10104,1.49358,NA,NA,NA,NA
placements,ASV188_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,408,0.685097,0.786844,-15395.9,-15419.3,0.0980294,0.906883,NA,NA,NA,NA
placements,ASV124_Turbellaria_Rhabdocoela_Phonorhynchus_Phonorhynchus_helgolandicus,1,509,1,1,-20805.2,-20807.5,0.00112532,0.0026135,NA,NA,NA,NA
placements,ASV206_Turbellaria_Rhabdocoela_Paracicerina_Paracicerina_laboeica,1,688,0.998756,0.998066,-21429.9,-21432.2,0.0279225,0.0325315,NA,NA,NA,NA
placements,ASV80_Turbellaria_Rhabdocoela_Cilionema_Cilionema_hawaiiensis,1,100,0.200123,0.183721,-21552.1,-21553.9,0.000980961,0.0111949,NA,NA,NA,NA
placements,ASV191_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,728,0.718574,0.670259,-20575.8,-20589.3,0.0425915,0.446668,NA,NA,NA,NA
placements,ASV152_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,408,0.400051,0.220695,-19077.2,-19108.4,0.0869593,1.30862,NA,NA,NA,NA
placements,ASV172_Turbellaria_Acoelomorpha_Philactinoposthia_Philactinoposthia_sp.,1,408,0.434196,0.170891,-19620.7,-19663.6,0.0903666,1.94733,NA,NA,NA,NA
placements,ASV97_Turbellaria_Rhabdocoela_Scanorhynchus_Scanorhynchus_forcipatus,1,435,1,1,-21238.3,-21240.4,0.0182098,0.0296162,NA,NA,NA,NA
placements,ASV14_Turbellaria_Rhabdocoela_Cilionema_Cilionema_hawaiiensis,1,93,0.34201,0.407096,-21517.8,-21519.5,0.0193848,0.0168936,NA,NA,NA,NA
placements,ASV208_Turbellaria_Rhabdocoela_Progyrator_Progyrator_mamertinus,1,672,0.562178,0.813953,-14236.2,-14269.5,0.0176249,1.41656,NA,NA,NA,NA
placements,ASV107_Turbellaria_Rhabdocoela_Promesostoma_Promesostoma_cochleare,1,21,0.843224,0.878193,-21631,-21632.6,0.00528292,0.0153342,NA,NA,NA,NA
placements,ASV147_Turbellaria_Acoelomorpha_Archaphanostoma_Archaphanostoma_agile,1,408,0.723941,0.738006,-21062.9,-21095.3,0.0924918,1.28053,NA,NA,NA,NA
placements,ASV85_Turbellaria_Rhabdocoela_Proxenetes_Proxenetes_puccinellicola,1,65,0.0659078,0.0802914,-21532.9,-21534.2,5e-07,0.00339193,NA,NA,NA,NA
placements,ASV86_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,408,0.694544,0.629864,-20886.7,-20913.7,0.0896767,1.06129,NA,NA,NA,NA
placements,ASV39_Turbellaria_Acoelomorpha_Mecynostomum_Mecynostomum_sp.,1,408,0.635345,0.44183,-20671.6,-20707.3,0.0869259,1.49034,NA,NA,NA,NA
placements,ASV157_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,729,1,1,-21628.1,-21630.8,6.50911e-06,0.00328305,NA,NA,NA,NA
placements,ASV190_Turbellaria_Rhabdocoela_Cheliplana_Cheliplana_orthocirra,1,667,1,1,-21313.6,-21315.8,0.0702989,0.00810778,NA,NA,NA,NA
placements,ASV82_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,408,0.535783,0.398633,-21534.6,-21567.7,0.101543,1.30648,NA,NA,NA,NA
placements,ASV11_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,408,0.821123,0.913058,-20431.4,-20456.8,0.0867949,0.974252,NA,NA,NA,NA
placements,ASV2_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,399,0.580671,0.891143,-19896.7,-19924.6,0.171483,1.1144,NA,NA,NA,NA
placements,ASV196_Turbellaria_Acoelomorpha_Mecynostomum_Mecynostomum_auritum,1,408,0.390313,0.182485,-20444.1,-20481.5,0.100305,1.52099,NA,NA,NA,NA
placements,ASV110_Turbellaria_Acoelomorpha_Haplogonaria_Haplogonaria_sp.,1,408,0.512348,0.22676,-19893.2,-19921.6,0.0935556,1.11281,NA,NA,NA,NA
placements,ASV126_Turbellaria_Rhabdocoela_Graffilla_Graffilla_buccinicola,1,352,1,1,-20725.5,-20732.6,6.6143e-06,6.11352e-06,NA,NA,NA,NA
placements,ASV112_Turbellaria_Rhabdocoela_Astrotorhynchus_Astrotorhynchus_bifidus,1,729,1,1,-19888.7,-19892.1,6.50911e-06,0.0651814,NA,NA,NA,NA
placements,ASV91_Turbellaria_Rhabdocoela_Odontorhynchus_Odontorhynchus_aculeatus,1,547,0.981343,0.983199,-21219.6,-21221.4,0.014084,0.0104792,NA,NA,NA,NA
placements,ASV199_Turbellaria_Rhabdocoela_Cilionema_Cilionema_hawaiiensis,1,93,0.344841,0.395876,-20671.7,-20673.5,0.0193674,0.0290573,NA,NA,NA,NA
placements,ASV84_Turbellaria_Rhabdocoela_Gnathorhynchus_Gnathorhynchus_inermis,1,548,0.369741,0.388044,-21235,-21236.8,0.00262353,0.0197871,NA,NA,NA,NA
placements,ASV178_Turbellaria_Rhabdocoela_Baicalellia_Baicalellia_canadensis,1,319,0.111638,0.136379,-20985.9,-20995,5e-07,0.315466,NA,NA,NA,NA
placements,ASV4_Turbellaria_Rhabdocoela_Promesostoma_Promesostoma_sp.,1,6,0.334015,0.375605,-21621,-21622.9,0.012129,0.0134306,NA,NA,NA,NA
placements,ASV98_Turbellaria_Acoelomorpha_Proaphanostoma_Proaphanostoma_tenuissima,1,408,0.606176,0.642532,-20450.6,-20492.4,0.0862828,1.88336,NA,NA,NA,NA
placements,ASV51_Turbellaria_Acoelomorpha_Avagina_Avagina_sp.,1,408,0.754095,0.809001,-19875.9,-19915.3,0.0847816,1.71472,NA,NA,NA,NA
placements,ASV32_Turbellaria_Rhabdocoela_Cilionema_Cilionema_hawaiiensis,1,93,0.817023,0.824218,-21554.4,-21556,0.012199,0.0204134,NA,NA,NA,NA
placements,ASV154_Turbellaria_Acoelomorpha_Aphanastoma_Aphanastoma_virescens,1,408,0.198244,0.109808,-19753.2,-19801.6,0.0977055,1.99999,NA,NA,NA,NA
placements,ASV122_Turbellaria_Seriata_Phagocata_Phagocata_vitta,1,395,0.547509,0.757769,-20066.2,-20075.6,0.14228,0.307575,NA,NA,NA,NA
placements,ASV204_Turbellaria_Rhabdocoela_Paracrorhynchus_Paracrorhynchus_sp.,1,481,1,1,-21100.2,-21102.4,0.0270976,0.0175779,NA,NA,NA,NA
placements,ASV197_Turbellaria_Rhabdocoela_Proxenetes_Proxenetes_puccinellicola,1,69,1,1,-21544.8,-21546.8,0.0129909,0.00568319,NA,NA,NA,NA
placements,ASV29_Turbellaria_Macrostomorpha_Microstomum_Microstomum_papillosum,1,408,0.932535,0.976313,-20264.8,-20270,0.0803596,0.155743,NA,NA,NA,NA
placements,ASV83_Turbellaria_Acoelomorpha_Otocelis_Otocelis_sandara,1,308,0.110906,0.112922,-20744.7,-20780.2,0.0428171,1.48785,NA,NA,NA,NA
placements,ASV70_Turbellaria_Acoelomorpha_Avagina_Avagina_marci,1,408,0.523781,0.24955,-20449.8,-20492.7,0.0856547,1.96051,NA,NA,NA,NA
placements,ASV165_Turbellaria_Macrostomorpha_Microstomum_Microstomum_papillosum,1,408,0.723847,0.874933,-20443.2,-20449.9,0.0902057,0.207141,NA,NA,NA,NA
placements,ASV118_Turbellaria_Acoelomorpha_Simplicomorpha_Simplicomorpha_gigantorhabditis,1,408,0.650987,0.497367,-20825,-20851.9,0.0933863,1.07072,NA,NA,NA,NA
placements,ASV78_Turbellaria_Macrostomorpha_Microstomum_Microstomum_papillosum,1,408,0.763666,0.901439,-20267.8,-20273.3,0.088875,0.167101,NA,NA,NA,NA
